comp0_NID	IW_ID	Ensemble	HUGO

1694	3088	ENSG00000070159	PTPN3

1695	3090	ENSG00000165443	PHYHIPL

1696	3092	ENSG00000132581	SDF2

1697	3096	ENSG00000168970	JMJD7-PLA2G4B

1698	3097	ENSG00000128609	NDUFA5

1699	3098	ENSG00000108813	DLX4

1700	3102	ENSG00000089692	LAG3

1701	3107	ENSG00000125740	FOSB

1702	3108	ENSG00000176136	MC5R

1703	3112	ENSG00000021488	SLC7A9

1704	3114	ENSG00000197594	ENPP1

1705	3115	ENSG00000168824	D4S234E

1706	3116	ENSG00000102096	PIM2

1707	3118	ENSG00000113712	CSNK1A1

1708	3119	ENSG00000168593	ENSG00000168593

1709	3121	ENSG00000120885	CLU

1710	3124	ENSG00000162613	FUBP1

1711	3126	ENSG00000160957	RECQL4

1712	3127	ENSG00000161277	THAP8

1713	3128	ENSG00000185420	SMYD3

1714	3129	ENSG00000129810	SGOL1

1715	3131	ENSG00000064218	DMRT3

1716	3132	ENSG00000100603	SNW1

1717	3133	ENSG00000196839	ADA

1718	3134	ENSG00000127150	C14orf153

1719	3135	ENSG00000140497	SCAMP2

1720	3136	ENSG00000213054	MIA

1721	3137	ENSG00000170430	MGMT

1722	3138	ENSG00000167106	FAM102A

1723	3139	ENSG00000104755	ADAM2

1724	3140	ENSG00000088808	PPP1R13B

1725	3141	ENSG00000137345	ENSG00000137345

1726	3147	ENSG00000068400	GRIPAP1

1727	3151	ENSG00000203811	HIST2H3C

1728	3152	ENSG00000112130	RNF8

1729	3153	ENSG00000164463	C5orf41

1730	3154	ENSG00000144802	NFKBIZ

1731	3155	ENSG00000137876	RSL24D1

1732	3157	ENSG00000138795	LEF1

1733	3159	ENSG00000183258	DDX41

1734	3160	ENSG00000110060	PUS3

1735	3163	ENSG00000125966	MMP24

1736	3165	ENSG00000160791	CCR5

1737	3168	ENSG00000135638	EMX1

1738	3171	ENSG00000122126	OCRL

1739	3172	ENSG00000064655	EYA2

1740	3174	ENSG00000081181	ARG2

1741	3178	ENSG00000162511	LAPTM5

1742	3179	ENSG00000185697	MYBL1

1743	3180	ENSG00000168530	MYL1

1744	3181	ENSG00000204315	FKBPL

1745	3182	ENSG00000106772	PRUNE2

1746	3183	ENSG00000172315	TP53RK

1747	3184	ENSG00000163320	CGGBP1

1748	3185	ENSG00000058056	USP13

1749	3186	ENSG00000184076	UCRC

1750	3189	ENSG00000180398	MCFD2

1751	3190	ENSG00000162692	VCAM1

1752	3191	ENSG00000164216	ENSG00000164216

1753	3192	ENSG00000169612	FAM103A1

1754	3194	ENSG00000071539	TRIP13

1755	3196	ENSG00000101474	C20orf3

1756	3200	ENSG00000112379	KIAA1244

1757	3202	ENSG00000086504	MRPL28

1758	3205	ENSG00000111052	LIN7A

1759	3206	ENSG00000118058	MLL

1760	3207	ENSG00000196435	RNF208

1761	3209	ENSG00000067836	ROGDI

1762	3212	ENSG00000172006	ZNF554

1763	3216	ENSG00000137133	HINT2

1764	3217	ENSG00000076826	KIAA1543

1765	3218	ENSG00000101752	MIB1

1766	3219	ENSG00000197879	MYO1C

1767	3220	ENSG00000135469	COQ10A

1768	3224	ENSG00000187733	AMY1C

1769	3226	ENSG00000172819	RARG

1770	3227	ENSG00000171428	NAT1

1771	3228	ENSG00000042286	AIFM2

1772	3230	ENSG00000095485	CWF19L1

1773	3231	ENSG00000084731	KIF3C

1774	3232	ENSG00000159339	PADI4

1775	3235	ENSG00000100226	GTPBP1

1776	3237	ENSG00000167550	RHEBL1

1777	3239	ENSG00000100564	PIGH

1778	3240	ENSG00000196366	C9orf163

1779	3242	ENSG00000137343	ATAT1

1780	3244	ENSG00000151012	SLC7A11

1781	3246	ENSG00000171747	LGALS4

1782	3247	ENSG00000118705	RPN2

1783	3249	ENSG00000124831	LRRFIP1

1784	3252	ENSG00000136813	KIAA0368

1785	3253	ENSG00000113368	LMNB1

1786	3255	ENSG00000126461	SCAF1

1787	3256	ENSG00000101337	TM9SF4

1788	3257	ENSG00000079257	LXN

1789	3258	ENSG00000129946	SHC2

1790	3259	ENSG00000142733	MAP3K6

1791	3260	ENSG00000175535	PNLIP

1792	3263	ENSG00000171159	C9orf16

1793	3264	ENSG00000134765	DSC1

1794	3265	ENSG00000178988	MRFAP1L1

1795	3266	ENSG00000129673	AANAT

1796	3268	ENSG00000196126	HLA-DRB1

1797	3269	ENSG00000111707	SUDS3

1798	3271	ENSG00000060558	GNA15

1799	3273	ENSG00000166595	FAM96B

1800	3274	ENSG00000159685	CHCHD6

1801	3275	ENSG00000151491	EPS8

1802	3278	ENSG00000171236	LRG1

1803	3279	ENSG00000102032	RENBP

1804	3283	ENSG00000154370	TRIM11

1805	3285	ENSG00000171126	KCNG3

1806	3288	ENSG00000189182	KRT77

1807	3290	ENSG00000138246	DNAJC13

1808	3291	ENSG00000092529	CAPN3

1809	3292	ENSG00000198720	ANKRD13B

1810	3293	ENSG00000101052	IFT52

1811	3294	ENSG00000091164	TXNL1

1812	3295	ENSG00000197548	ATG7

1813	3297	ENSG00000106952	TNFSF8

1814	3301	ENSG00000156345	CCRK

1815	3303	ENSG00000117448	AKR1A1

1816	3306	ENSG00000091106	NLRC4

1817	3307	ENSG00000212860	ENSG00000212860

1818	3308	ENSG00000121486	C1orf25

1819	3309	ENSG00000102935	ZNF423

1820	3310	ENSG00000145506	NKD2

1821	3313	ENSG00000138614	C15orf44

1822	3322	ENSG00000106483	SFRP4

1823	3323	ENSG00000125246	CLYBL

1824	3324	ENSG00000133661	SFTPD

1825	3325	ENSG00000127511	SIN3B

1826	3326	ENSG00000197565	COL4A6

1827	3329	ENSG00000161939	C17orf49

1828	3335	ENSG00000134058	CDK7

1829	3338	ENSG00000116260	QSOX1

1830	3342	ENSG00000072422	RHOBTB1

1831	3343	ENSG00000164509	IL31RA

1832	3349	ENSG00000136770	DNAJC1

1833	3350	ENSG00000173598	NUDT4P1

1834	3354	ENSG00000151461	UPF2

1835	3355	ENSG00000123095	BHLHE41

1836	3358	ENSG00000168495	POLR3D

1837	3360	ENSG00000100285	NEFH

1838	3362	ENSG00000116604	MEF2D

1839	3365	ENSG00000171617	ENC1

1840	3366	ENSG00000101846	STS

1841	3367	ENSG00000152240	HAUS1

1842	3368	ENSG00000125652	ALKBH7

1843	3369	ENSG00000147081	AKAP4

1844	3370	ENSG00000173230	GOLGB1

1845	3373	ENSG00000198618	PPIAL3

1846	3376	ENSG00000170473	WIBG

1847	3377	ENSG00000136487	GH2

1848	3378	ENSG00000162869	KLRAQ1

1849	3380	ENSG00000112759	SLC29A1

1850	3381	ENSG00000147883	CDKN2B

1851	3382	ENSG00000115165	CYTIP

1852	3383	ENSG00000096238	ENSG00000096238

1853	3385	ENSG00000161573	CCL16

1854	3387	ENSG00000156299	TIAM1

1855	3390	ENSG00000171962	LRRC48

1856	3393	ENSG00000183155	RABIF

1857	3395	ENSG00000212868	ENSG00000212868

1858	3396	ENSG00000176058	C9orf75

1859	3397	ENSG00000104643	MTMR9

1860	3398	ENSG00000136828	RALGPS1

1861	3399	ENSG00000133606	MKRN9P

1862	3400	ENSG00000141556	TBCD

1863	3401	ENSG00000162139	NEU3

1864	3403	ENSG00000128833	MYO5C

1865	3404	ENSG00000161847	RAVER1

1866	3405	ENSG00000169704	GP9

1867	3406	ENSG00000168393	DTYMK

1868	3407	ENSG00000164104	HMGB2

1869	3411	ENSG00000142182	DNMT3L

1870	3415	ENSG00000006747	SCIN

1871	3417	ENSG00000162961	DPY30

1872	3418	ENSG00000108306	FBXL20

1873	3421	ENSG00000144746	ARL6IP5

1874	3422	ENSG00000095585	BLNK

1875	3423	ENSG00000095739	BAMBI

1876	3424	ENSG00000166603	MC4R

1877	3425	ENSG00000134313	KIDINS220

1878	3426	ENSG00000064787	BCAS1

1879	3427	ENSG00000135902	CHRND

1880	3428	ENSG00000181374	CCL13

1881	3429	ENSG00000042088	TDP1

1882	3430	ENSG00000137269	LRRC1

1883	3434	ENSG00000064961	HMG20B

1884	3436	ENSG00000126216	TUBGCP3

1885	3439	ENSG00000113441	LNPEP

1886	3443	ENSG00000121644	PPPDE1

1887	3444	ENSG00000161202	DVL3

1888	3447	ENSG00000115204	MPV17

1889	3448	ENSG00000176444	CLK2

1890	3450	ENSG00000138735	PDE5A

1891	3451	ENSG00000107562	CXCL12

1892	3452	ENSG00000166821	PEX11A

1893	3453	ENSG00000181104	F2R

1894	3454	ENSG00000166189	HPS6

1895	3456	ENSG00000123130	ACOT9

1896	3457	ENSG00000105085	MED26

1897	3458	ENSG00000100442	FKBP3

1898	3459	ENSG00000114742	WDR48

1899	3460	ENSG00000107854	TNKS2

1900	3461	ENSG00000159788	RGS12

1901	3462	ENSG00000172845	SP3

1902	3464	ENSG00000086205	FOLH1

1903	3465	ENSG00000116649	SRM

1904	3466	ENSG00000163563	MNDA

1905	3467	ENSG00000073969	NSF

1906	3470	ENSG00000144218	AFF3

1907	3471	ENSG00000135413	LACRT

1908	3472	ENSG00000105610	KLF1

1909	3474	ENSG00000105370	LIM2

1910	3475	ENSG00000132646	PCNA

1911	3476	ENSG00000164941	INTS8

1912	3477	ENSG00000034239	EFCAB1

1913	3480	ENSG00000155511	GRIA1

1914	3481	ENSG00000154174	TOMM70A

1915	3483	ENSG00000082153	BZW1

1916	3484	ENSG00000081770	NAIP

1917	3486	ENSG00000113140	SPARC

1918	3487	ENSG00000080224	EPHA6

1919	3488	ENSG00000143569	UBAP2L

1920	3489	ENSG00000205571	SMN2

1921	3494	ENSG00000135801	TAF5L

1922	3495	ENSG00000010318	PHF7

1923	3496	ENSG00000110107	PRPF19

1924	3497	ENSG00000206408	ENSG00000206408

1925	3498	ENSG00000148154	UGCG

1926	3500	ENSG00000173762	CD7

1927	3501	ENSG00000156603	MED19

1928	3503	ENSG00000175898	S1PR2

1929	3504	ENSG00000178401	DNAJC22

1930	3508	ENSG00000155897	ADCY8

1931	3510	ENSG00000204859	ZBTB48

1932	3512	ENSG00000124214	STAU1

1933	3513	ENSG00000206412	ENSG00000206412

1934	3515	ENSG00000100462	PRMT5

1935	3516	ENSG00000173542	MOBKL1A

1936	3519	ENSG00000171431	KRT20

1937	3523	ENSG00000108018	SORCS1

1938	3524	ENSG00000197860	SGTB

1939	3528	ENSG00000114026	OGG1

1940	3529	ENSG00000099985	OSM

1941	3530	ENSG00000178537	SLC25A20

1942	3532	ENSG00000161653	NAGS

1943	3534	ENSG00000137815	RTF1

1944	3535	ENSG00000079332	SAR1A

1945	3540	ENSG00000164885	CDK5

1946	3542	ENSG00000108379	WNT3

1947	3543	ENSG00000132256	TRIM5

1948	3544	ENSG00000131264	CDX4

1949	3545	ENSG00000214023	ENSG00000214023

1950	3548	ENSG00000180644	PRF1

1951	3549	ENSG00000108852	MPP2

1952	3550	ENSG00000165376	CLDN2

1953	3551	ENSG00000166582	CENPV

1954	3552	ENSG00000164741	DLC1

1955	3555	ENSG00000042832	TG

1956	3558	ENSG00000150093	ITGB1

1957	3559	ENSG00000145241	CENPC1

1958	3560	ENSG00000175084	DES

1959	3562	ENSG00000187191	DAZ3

1960	3563	ENSG00000141040	ZNF287

1961	3564	ENSG00000114982	KIAA1310

1962	3566	ENSG00000168610	STAT3

1963	3567	ENSG00000149571	KIRREL3

1964	3571	ENSG00000172058	SERF1A

1965	3572	ENSG00000168439	STIP1

1966	3573	ENSG00000133027	PEMT

1967	3575	ENSG00000132109	TRIM21

1968	3576	ENSG00000149591	TAGLN

1969	3579	ENSG00000141552	ANAPC11

1970	3580	ENSG00000150455	TIRAP

1971	3585	ENSG00000167699	GLOD4

1972	3586	ENSG00000155130	MARCKS

1973	3590	ENSG00000111725	PRKAB1

1974	3591	ENSG00000149273	RPS3

1975	3592	ENSG00000149743	TRPT1

1976	3593	ENSG00000110906	KCTD10

1977	3594	ENSG00000071205	ARHGAP10

1978	3598	ENSG00000102145	GATA1

1979	3600	ENSG00000099331	MYO9B

1980	3601	ENSG00000138071	ACTR2

1981	3602	ENSG00000128655	PDE11A

1982	3603	ENSG00000184588	PDE4B

1983	3604	ENSG00000104415	WISP1

1984	3605	ENSG00000132357	CARD6

1985	3606	ENSG00000175311	ANKS4B

1986	3607	ENSG00000077514	POLD3

1987	3608	ENSG00000122012	SV2C

1988	3609	ENSG00000158941	KIAA1967

1989	3610	ENSG00000104689	TNFRSF10A

1990	3611	ENSG00000100949	RABGGTA

1991	3612	ENSG00000178053	MLF1

1992	3613	ENSG00000126746	ZNF384

1993	3614	ENSG00000133019	CHRM3

1994	3615	ENSG00000111711	GOLT1B

1995	3617	ENSG00000198692	EIF1AY

1996	3618	ENSG00000143153	ATP1B1

1997	3619	ENSG00000136628	EPRS

1998	3620	ENSG00000163286	ALPPL2

1999	3621	ENSG00000071553	ATP6AP1

2000	3623	ENSG00000118007	STAG1

2001	3626	ENSG00000105472	CLEC11A

2002	3627	ENSG00000114948	ADAM23

2003	3628	ENSG00000164331	ANKRA2

2004	3629	ENSG00000117122	MFAP2

2005	3632	ENSG00000214777	ENSG00000214777

2006	3635	ENSG00000099769	IGFALS

2007	3642	ENSG00000139618	BRCA2

2008	3644	ENSG00000092201	SUPT16H

2009	3645	ENSG00000054356	PTPRN

2010	3647	ENSG00000211608	IGKV1-16

2011	3648	ENSG00000204397	CARD16

2012	3649	ENSG00000130816	DNMT1

2013	3650	ENSG00000156395	SORCS3

2014	3651	ENSG00000105176	C19orf2

2015	3654	ENSG00000163914	RHO

2016	3655	ENSG00000122756	CNTFR

2017	3657	ENSG00000152822	GRM1

2018	3658	ENSG00000196547	MAN2A2

2019	3660	ENSG00000206320	ENSG00000206320

2020	3661	ENSG00000132205	EMILIN2

2021	3663	ENSG00000100266	PACSIN2

2022	3664	ENSG00000108599	AKAP10

2023	3665	ENSG00000132824	SERINC3

2024	3667	ENSG00000079616	KIF22

2025	3673	ENSG00000112893	MAN2A1

2026	3675	ENSG00000160445	ZER1

2027	3677	ENSG00000197857	ZNF44

2028	3679	ENSG00000143149	ALDH9A1

2029	3683	ENSG00000053254	FOXN3

2030	3687	ENSG00000162337	LRP5

2031	3688	ENSG00000062598	ELMO2

2032	3689	ENSG00000146670	CDCA5

2033	3692	ENSG00000133124	IRS4

2034	3697	ENSG00000170276	HSPB2

2035	3698	ENSG00000196184	OR10J1

2036	3699	ENSG00000087128	TMPRSS11E

2037	3701	ENSG00000068831	RASGRP2

2038	3702	ENSG00000087074	PPP1R15A

2039	3703	ENSG00000150990	DHX37

2040	3704	ENSG00000182165	TP53TG1

2041	3705	ENSG00000170260	ZNF212

2042	3711	ENSG00000197818	SLC9A8

2043	3713	ENSG00000171560	FGA

2044	3714	ENSG00000100884	CPNE6

2045	3715	ENSG00000112977	DAP

2046	3718	ENSG00000104918	RETN

2047	3723	ENSG00000124782	RREB1

2048	3724	ENSG00000196663	TECPR2

2049	3726	ENSG00000070182	SPTB

2050	3731	ENSG00000166166	TRMT61A

2051	3736	ENSG00000179583	CIITA

2052	3737	ENSG00000172175	MALT1

2053	3739	ENSG00000188783	PRELP

2054	3740	ENSG00000144285	SCN1A

2055	3745	ENSG00000167968	DNASE1L2

2056	3748	ENSG00000171557	FGG

2057	3749	ENSG00000166596	WDR16

2058	3753	ENSG00000166349	RAG1

2059	3756	ENSG00000197891	SLC22A12

2060	3758	ENSG00000109519	GRPEL1

2061	3760	ENSG00000169252	ADRB2

2062	3762	ENSG00000105227	PRX

2063	3763	ENSG00000153879	CEBPG

2064	3768	ENSG00000140598	EFTUD1

2065	3769	ENSG00000112640	PPP2R5D

2066	3772	ENSG00000183605	SFXN4

2067	3773	ENSG00000126258	ENSG00000126258

2068	3775	ENSG00000154096	THY1

2069	3779	ENSG00000117984	CTSD

2070	3780	ENSG00000205220	PSMB10

2071	3784	ENSG00000186976	EFCAB6

2072	3785	ENSG00000108296	CCDC49

2073	3786	ENSG00000143079	CTTNBP2NL

2074	3787	ENSG00000015413	DPEP1

2075	3788	ENSG00000166913	YWHAB

2076	3789	ENSG00000128335	APOL2

2077	3790	ENSG00000174446	SNAPC5

2078	3791	ENSG00000213496	NDUFA11

2079	3793	ENSG00000164008	C1orf50

2080	3795	ENSG00000122367	LDB3

2081	3797	ENSG00000143473	KCNH1

2082	3798	ENSG00000147955	SIGMAR1

2083	3801	ENSG00000154059	IMPACT

2084	3802	ENSG00000128710	HOXD10

2085	3803	ENSG00000136997	MYC

2086	3804	ENSG00000032219	ARID4A

2087	3805	ENSG00000062822	POLD1

2088	3808	ENSG00000167904	TMEM68

2089	3811	ENSG00000100124	ANKRD54

2090	3814	ENSG00000214717	ZBED1

2091	3816	ENSG00000129484	PARP2

2092	3821	ENSG00000118160	SLC8A2

2093	3822	ENSG00000112851	ERBB2IP

2094	3823	ENSG00000145916	RMND5B

2095	3826	ENSG00000205420	KRT6A

2096	3828	ENSG00000170584	NUDCD2

2097	3829	ENSG00000105220	GPI

2098	3831	ENSG00000198951	NAGA

2099	3832	ENSG00000110075	SAPS3

2100	3833	ENSG00000104731	KLHDC4

2101	3834	ENSG00000096063	SRPK1

2102	3835	ENSG00000124614	RPS10

2103	3840	ENSG00000112531	QKI

2104	3843	ENSG00000171951	SCG2

2105	3846	ENSG00000163634	THOC7

2106	3847	ENSG00000012963	UBR7

2107	3850	ENSG00000212959	ENSG00000212959

2108	3851	ENSG00000162728	KCNJ9

2109	3853	ENSG00000115756	HPCAL1

2110	3854	ENSG00000109736	MFSD10

2111	3855	ENSG00000170956	CEACAM3

2112	3856	ENSG00000128578	FAM40B

2113	3857	ENSG00000068308	OTUD5

2114	3858	ENSG00000125656	CLPP

2115	3859	ENSG00000181588	MEX3D

2116	3860	ENSG00000083635	NUFIP1

2117	3863	ENSG00000166391	MOGAT2

2118	3864	ENSG00000166340	TPP1

2119	3868	ENSG00000166676	FAM18A

2120	3870	ENSG00000171222	SCAND1

2121	3871	ENSG00000106004	HOXA5

2122	3882	ENSG00000083312	TNPO1

2123	3885	ENSG00000139187	KLRG1

2124	3888	ENSG00000121621	KIF18A

2125	3889	ENSG00000118900	UBN1

2126	3894	ENSG00000002834	LASP1

2127	3895	ENSG00000106683	LIMK1

2128	3897	ENSG00000118894	FAM86A

2129	3898	ENSG00000119139	TJP2

2130	3899	ENSG00000158796	DEDD

2131	3901	ENSG00000136169	SETDB2

2132	3902	ENSG00000164338	UTP15

2133	3903	ENSG00000123106	CCDC91

2134	3906	ENSG00000114541	FRMD4B

2135	3908	ENSG00000181634	TNFSF15

2136	3909	ENSG00000134853	PDGFRA

2137	3912	ENSG00000033327	GAB2

2138	3913	ENSG00000137070	IL11RA

2139	3914	ENSG00000178764	ZHX2

2140	3915	ENSG00000092208	SIP1

2141	3916	ENSG00000152894	PTPRK

2142	3917	ENSG00000000419	DPM1

2143	3919	ENSG00000117000	RLF

2144	3922	ENSG00000183091	NEB

2145	3923	ENSG00000005020	SKAP2

2146	3924	ENSG00000023041	ZDHHC6

2147	3928	ENSG00000170906	NDUFA3

2148	3932	ENSG00000203959	ENSG00000203959

2149	3934	ENSG00000071991	CDH19

2150	3936	ENSG00000164715	LMTK2

2151	3938	ENSG00000085276	EVI1

2152	3939	ENSG00000120686	UFM1

2153	3941	ENSG00000109586	GALNT7

2154	3942	ENSG00000206229	ENSG00000206229

2155	3943	ENSG00000118960	HS1BP3

2156	3946	ENSG00000135040	MAK10

2157	3950	ENSG00000118689	FOXO3

2158	3951	ENSG00000147689	FAM83A

2159	3953	ENSG00000188994	ZNF292

2160	3955	ENSG00000101916	TLR8

2161	3956	ENSG00000118503	TNFAIP3

2162	3957	ENSG00000204487	LTB

2163	3958	ENSG00000158169	FANCC

2164	3960	ENSG00000100726	TELO2

2165	3961	ENSG00000185247	MAGEA11

2166	3962	ENSG00000077150	NFKB2

2167	3964	ENSG00000182541	LIMK2

2168	3965	ENSG00000215309	ENSG00000215309

2169	3970	ENSG00000108231	LGI1

2170	3971	ENSG00000176485	PLA2G16

2171	3973	ENSG00000137198	GMPR

2172	3974	ENSG00000163612	FAM86D

2173	3975	ENSG00000099995	SF3A1

2174	3976	ENSG00000132953	XPO4

2175	3977	ENSG00000170291	C17orf81

2176	3980	ENSG00000160305	DIP2A

2177	3981	ENSG00000129562	DAD1

2178	3983	ENSG00000005022	SLC25A5

2179	3984	ENSG00000174429	ABRA

2180	3985	ENSG00000180233	ZNRF2

2181	3987	ENSG00000211675	IGLC1

2182	3988	ENSG00000165730	STOX1

2183	3989	ENSG00000108344	PSMD3

2184	3993	ENSG00000065675	PRKCQ

2185	3996	ENSG00000074855	ANO8

2186	3997	ENSG00000168310	IRF2

2187	3998	ENSG00000213397	HAUS7

2188	3999	ENSG00000122692	SMU1

2189	4001	ENSG00000094631	HDAC6

2190	4002	ENSG00000075884	ARHGAP15

2191	4003	ENSG00000159202	UBE2Z

2192	4005	ENSG00000100417	PMM1

2193	4007	ENSG00000140988	RPS2

2194	4008	ENSG00000090402	SI

2195	4009	ENSG00000077522	ACTN2

2196	4011	ENSG00000135253	KCP

2197	4012	ENSG00000138101	DTNB

2198	4013	ENSG00000166902	MRPL16

2199	4018	ENSG00000071859	FAM50A

2200	4019	ENSG00000116774	OLFML3

2201	4020	ENSG00000214042	IFNA7

2202	4022	ENSG00000132570	PCBD2

2203	4025	ENSG00000090863	GLG1

2204	4029	ENSG00000126752	SSX1

2205	4030	ENSG00000125826	RBCK1

2206	4033	ENSG00000171928	FAM18B

2207	4035	ENSG00000056661	PCGF2

2208	4036	ENSG00000073712	FERMT2

2209	4040	ENSG00000140740	UQCRC2

2210	4041	ENSG00000126351	THRA

2211	4042	ENSG00000100324	MAP3K7IP1

2212	4046	ENSG00000107771	KIAA1128

2213	4048	ENSG00000122679	RAMP3

2214	4050	ENSG00000197935	ZNF311

2215	4051	ENSG00000092203	TOX4

2216	4052	ENSG00000180532	ZSCAN4

2217	4053	ENSG00000162639	C1orf59

2218	4054	ENSG00000151692	RNF144A

2219	4058	ENSG00000143575	HAX1

2220	4059	ENSG00000167987	VPS37C

2221	4061	ENSG00000102076	OPN1LW

2222	4062	ENSG00000142173	COL6A2

2223	4063	ENSG00000099910	SCARF2

2224	4065	ENSG00000196337	CGB7

2225	4066	ENSG00000163939	PBRM1

2226	4067	ENSG00000102890	ELMO3

2227	4071	ENSG00000196188	CTSE

2228	4073	ENSG00000134389	CFHR5

2229	4074	ENSG00000204580	DDR1

2230	4075	ENSG00000125780	TGM3

2231	4077	ENSG00000178685	PARP10

2232	4082	ENSG00000050130	C14orf100

2233	4083	ENSG00000198466	ZNF587

2234	4084	ENSG00000138834	MAPK8IP3

2235	4086	ENSG00000117751	PPP1R8

2236	4087	ENSG00000131584	ACAP3

2237	4088	ENSG00000151552	QDPR

2238	4089	ENSG00000140092	FBLN5

2239	4092	ENSG00000122386	ZNF205

2240	4096	ENSG00000070770	CSNK2A2

2241	4097	ENSG00000130711	PRDM12

2242	4098	ENSG00000126432	PRDX5

2243	4101	ENSG00000107742	SPOCK2

2244	4102	ENSG00000152082	FAM128B

2245	4104	ENSG00000145388	METTL14

2246	4105	ENSG00000120247	IFNA13

2247	4106	ENSG00000105722	ERF

2248	4108	ENSG00000143393	PI4KB

2249	4109	ENSG00000066777	ARFGEF1

2250	4110	ENSG00000105972	C7orf20

2251	4111	ENSG00000125351	UPF3B

2252	4112	ENSG00000091181	IL5RA

2253	4113	ENSG00000168397	ATG4B

2254	4115	ENSG00000105088	OLFM2

2255	4117	ENSG00000158747	NBL1

2256	4120	ENSG00000183395	PMCH

2257	4123	ENSG00000101327	PDYN

2258	4124	ENSG00000115386	REG1A

2259	4125	ENSG00000133789	SWAP70

2260	4126	ENSG00000126581	BECN1

2261	4127	ENSG00000135829	DHX9

2262	4129	ENSG00000176014	TUBB6

2263	4130	ENSG00000205744	DENND1C

2264	4131	ENSG00000144290	SLC4A10

2265	4132	ENSG00000080371	RAB21

2266	4138	ENSG00000141837	CACNA1A

2267	4141	ENSG00000114331	ACAP2

2268	4142	ENSG00000118985	ELL2

2269	4146	ENSG00000009335	UBE3C

2270	4148	ENSG00000173467	AGR3

2271	4149	ENSG00000106100	NOD1

2272	4150	ENSG00000161681	SHANK1

2273	4151	ENSG00000177463	NR2C2

2274	4152	ENSG00000206560	ANKRD28

2275	4153	ENSG00000155868	MED7

2276	4158	ENSG00000104147	OIP5

2277	4160	ENSG00000163114	PDHA2

2278	4161	ENSG00000039537	C6

2279	4162	ENSG00000198160	MIER1

2280	4163	ENSG00000103319	EEF2K

2281	4166	ENSG00000099204	ABLIM1

2282	4169	ENSG00000196581	AJAP1

2283	4171	ENSG00000132671	SSTR4

2284	4172	ENSG00000171703	TCEA2

2285	4174	ENSG00000007255	TRAPPC6A

2286	4175	ENSG00000136986	DERL1

2287	4176	ENSG00000091732	ZC3HC1

2288	4177	ENSG00000166401	SERPINB8

2289	4179	ENSG00000120937	NPPB

2290	4181	ENSG00000111537	IFNG

2291	4182	ENSG00000168468	ENSG00000168468

2292	4186	ENSG00000183864	TOB2

2293	4187	ENSG00000166483	WEE1

2294	4189	ENSG00000165046	LETM2

2295	4190	ENSG00000188158	NHS

2296	4191	ENSG00000163206	SMCP

2297	4192	ENSG00000002745	WNT16

2298	4196	ENSG00000163918	RFC4

2299	4197	ENSG00000134955	SLC37A2

2300	4198	ENSG00000167196	FBXO22OS

2301	4199	ENSG00000170312	CDC2

2302	4202	ENSG00000154978	ECOP

2303	4203	ENSG00000182168	UNC5C

2304	4204	ENSG00000206237	LOC100133583

2305	4207	ENSG00000156453	PCDH1

2306	4208	ENSG00000105258	POLR2I

2307	4210	ENSG00000116580	GON4L

2308	4211	ENSG00000123342	MMP19

2309	4212	ENSG00000090889	KIF4A

2310	4213	ENSG00000163950	SLBP

2311	4216	ENSG00000197702	PARVA

2312	4218	ENSG00000170558	CDH2

2313	4220	ENSG00000117724	CENPF

2314	4222	ENSG00000095574	IKZF5

2315	4224	ENSG00000197711	HP

2316	4225	ENSG00000166529	ZSCAN21

2317	4227	ENSG00000138942	RNF185

2318	4229	ENSG00000159140	SON

2319	4232	ENSG00000112425	EPM2A

2320	4233	ENSG00000025770	NCAPH2

2321	4236	ENSG00000198169	ZNF251

2322	4238	ENSG00000160789	LMNA

2323	4239	ENSG00000058804	TMEM48

2324	4242	ENSG00000104980	TIMM44

2325	4243	ENSG00000131748	STARD3

2326	4244	ENSG00000150086	GRIN2B

2327	4245	ENSG00000003989	SLC7A2

2328	4247	ENSG00000099972	ENSG00000099972

2329	4248	ENSG00000108591	DRG2

