Ensemble CGE_2A DFC_2A HIP_2A LGE_2A M1C.S1C_2A MFC_2A OFC_2A PCx_2A MGE_2A Ocx_2A HIP_2B HIP_3A S1C_3A V1C_4 STC_3B IPC_3A CBC_4 M1C_3A STR_3A DFC_4
ENSG00000106123 -151.027839172595 -49.5886367852304 -225.944724131945 -93.7587430843496 -43.9342394749323 -160.105870077066 -122.859923143632 -20.0916095562331 -104.819702086721 -147.046011855522 -263.420933879573 -164.185228617039 -19.7366944918699 91.8599107012195 -24.906764600271 -26.4588445088076 -231.626561828421 -1.44293092479675 -84.9485689786585 16.8543137398374
ENSG00000155495 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000196505 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000124006 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2.00269030149052 0
ENSG00000142871 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000161011 -2.98785422764228 -11.6522625609756 -44.2614355657182 -69.3980521595529 -59.9812481571816 -20.114373299458 -2.91911004065041 -29.1555166226288 -29.1482240718157 -39.5668451084012 -54.9997882029133 -10.4013062262873 0 0 -9.91508926321139 -2.75239137533875 0 -2.75391131436314 -19.7368559586721 0
ENSG00000169900 -3.22789599593496 -3.18175120934959 -3.24521109756098 -3.1131524898374 -3.31584880081301 -3.22114648373984 -3.07937531504065 -3.08070385162602 -3.30897660569106 0 -9.19582640752032 -7.15262390582656 -7.11256721883469 -9.7795504454607 -9.00174534383469 -3.01218111788618 0 -3.07226668699187 -2.89974735772358 -9.82166111619241
ENSG00000123297 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000119446 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000198216 -69.1271705411586 0 0 0 0 0 0 6.36181904979675 0 0 5.74161369749323 8.44166283028455 15.8808930775745 16.1196348373984 8.48242713922764 15.0971703133469 2.62803816226287 15.9147601846206 5.63994892784553 18.6592655691057
ENSG00000123685 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000113810 772.684749302168 688.037439800135 579.041004286924 728.90355902439 667.460547679539 663.134294864499 603.056823341802 654.911993451897 724.64237609756 685.207708011517 434.366818302846 382.662425625 -49.4751252608401 68.1755789320799 59.0975708324865 -45.919262754065 100.517993051321 -53.3555551659891 235.66889258977 -53.7901928624661
ENSG00000034693 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000079150 64.7178758130081 26.886978473916 45.9160765193089 36.4442257605013 0 3.59536635162601 138.566350349763 36.4694129251355 84.6031415337059 26.8625634129403 68.4425996985095 38.6758294529132 136.606524514736 25.1052130538618 38.5716843800813 139.87999339685 28.5934560111789 150.045819040481 109.715607932758 36.2181378709349
ENSG00000213809 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000016490 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000197123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000132950 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000112651 0 0 0 0 0 0 0 0 0 0 0 0 0 -2.98180131605691 -6.13482970528455 0 -3.078205 0 0 -6.16788660569106
ENSG00000143870 0 -1.86037026422764 0 0 -1.83024841463415 -1.88748045731707 -1.87881395325203 -1.82472571138211 -1.82394695121951 0 0 0 0 0 -1.6651550203252 -1.73064566395664 -2.98902917344173 0 -3.10190085365854 -1.65996776930894
ENSG00000101849 33.8820887991192 0 0 2.79778839092141 25.1539655962059 2.76915174457994 0 0 0 0 0 0 -5.19538275067751 -4.95881158875339 -2.07571627371274 -2.24858341463415 11.8722714032859 -5.04584864498645 22.5148708705962 -50.0494675745257
ENSG00000173540 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000175073 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000117697 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000165131 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000140519 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000173614 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000178826 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000176974 3.62096688008129 27.8361689363144 0 3.37542047764227 9.00070273882113 8.98456869410568 5.31142766260162 3.35082094512195 3.53153401422764 3.56852240853658 -1.79295473915989 0 -1.87211202913279 -1.76030434959349 -4.924943299458 -1.92827017276422 0 -5.18993701897019 -2.09804263888889 -4.90054845951897
ENSG00000121390 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000163629 5.52971684789972 0 5.48968774220867 0 2.67272622289973 2.70340329607046 5.7449404657859 0 0 2.67200236111111 0 0 -24.3461716039973 90.6676412635501 4.68383657350948 -19.0258089227642 22.8251446680217 -24.3401353844851 -47.3788327777778 36.0681124525745
ENSG00000176095 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000116016 -61.9883248086044 -128.106211905488 0 -119.879195486111 -101.453274740854 -73.4838438668699 -142.070101712398 0 -74.0962658180895 -38.0764558011518 -153.167227545732 -66.3383011839431 -144.740460438686 -177.878250052507 -186.537681124661 -145.475581272019 -145.072339158198 -111.81171289126 -71.3256438194444 -157.57986170393
ENSG00000155657 -2.59745010162602 0 0 0 0 375.796549352134 22.8634628226626 0 0 0 -2.65666159552845 -2.53557137195122 -2.53513112804878 -2.61424383638211 -2.79705042682927 -2.70293234756097 -5.02406191395664 -2.76179189363143 45.0399359146341 -6.97245511686992
ENSG00000152969 -176.027238014058 -188.738883200373 -179.911456245766 -131.06701683689 -207.455271616701 -220.634028730522 -200.624715991701 -135.225443534045 -140.511963998137 -189.362819297934 -46.3026192005419 -57.860806765752 2.99602691226288 34.0020405436992 7.75620607215447 3.04424054369919 -75.3299214371612 3.12936390413279 3.04186422933605 36.5418247205285
ENSG00000168439 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000166896 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3.24622901592141 0 0 0 0
ENSG00000112419 -91.5267216387195 -14.3203001388889 -10.2337070088076 -157.174659812839 -20.0988580335366 -1.34922814871275 -5.38402467818429 -15.0294532384824 -211.144958928693 -20.7671758130081 -21.6617662296748 -14.3222478692412 -100.593726672595 -25.2417522103659 -143.093672556741 -163.21206246189 -11.7131439261518 -94.608432587229 -232.716368710196 -41.4276234840786
ENSG00000106144 232.360047959858 205.632938610264 211.392711933435 247.466516110264 280.053250251524 221.876433081809 144.655065191395 251.752875912093 228.763197217988 236.01017917937 147.573263096206 181.893066496443 214.89144967395 172.283558234248 170.260709213245 196.618848264736 159.133877028286 223.658623386687 158.818604507961 190.628926780996
ENSG00000077274 485.34627642107 -12.2114393699187 -9.66358403455285 520.075505242208 -12.4503757012195 357.679458560298 396.450589795054 -9.57417076219512 746.36562864668 -12.2053191971545 -13.153724854336 -12.4077271917344 -13.0900072391599 -16.3118599390244 -13.3709976270325 -13.9653530386179 -13.7110053421409 -17.2807738922764 -10.9271966700542 -16.473954054878
ENSG00000159763 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000154845 168.317768219851 151.537932254404 147.609378910908 154.533298433265 147.568268382452 111.995008016599 116.025911990176 83.6413071697153 176.137368941395 106.940699850948 90.0240048543361 99.4950894969514 80.9794284993225 66.9469551626016 118.611487894648 68.8533379454608 64.0516577151085 87.7937235230353 61.975507950542 134.512418855014
ENSG00000118939 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.56883715785908 0 0 0 0 0
ENSG00000135521 0 0 0 0 0 0 0 0 0 0 0 0 1.65075632283198 10.2108047120596 1.56259350609756 4.17756519139567 0 4.23805071985095 1.64644565887534 0
ENSG00000086544 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000077279 453.329489562161 366.118902600779 369.620152854844 459.150558180047 382.057525314193 343.16604119834 384.646713119072 427.13927744834 470.913959806064 374.448268606877 462.862072881945 459.221091581131 467.767708654302 481.549909297934 473.567326371104 473.784603098747 450.616721662432 473.962243207148 479.673418139397 474.746221188178
ENSG00000136940 110.478829650237 8.97899987042683 60.3712128379065 5.8559328125 5.81950742632114 44.0816681597222 5.90680691819106 5.86690541412602 5.80887854420731 37.5449232240853 48.1572026515922 47.9053422857385 101.624631516768 0 0 48.0309496028117 0 79.3078355631775 7.93302882367887 0
ENSG00000160058 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000058866 -294.361078024221 -278.573058318936 -259.445604147188 -286.992179680725 -278.708923461213 -221.113024614668 -269.901979634993 -301.041070575034 -296.276750564871 -296.296207556741 -160.241970942581 -90.4831504209011 -237.081556992717 -252.758348130928 -263.301991540481 -236.8793353125 123.447569559621 -239.197863767785 -282.823542221375 -229.868067968327
ENSG00000088367 -237.051825862127 -289.713992359417 -207.628622791328 -61.2116105267615 -224.717475282859 -242.334796058605 -201.041403123306 -141.730163829607 -11.7203422730353 -223.539475282859 -86.8820294156504 -52.0791529200542 1.81257729674797 5.33295517276423 1.73038865853659 3.70162274390245 11.2036439532521 1.92229284552846 1.76054410569106 15.6334903556911
ENSG00000065029 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000134259 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000130939 0 0 0 0 0 0 0 0 0 0 0 0 3.68193475863822 0 0 3.62310006351627 0 4.81331795477642 0 0
ENSG00000137975 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000149781 0 0 0 -1.58182702235772 0 0 0 0 0 0 0 -1.5939435907859 -1.4852169105691 -1.38628791158536 -1.31718278963414 -1.39534763550135 -1.52562755420054 0 0 -1.41498070121951
ENSG00000074211 -712.673400648713 -678.134667386518 -557.066049242886 -468.63539338584 -732.664655486111 -580.925465953591 -575.647770506436 -585.967837430556 -429.876747147697 -596.531706658198 -318.650982732046 -219.632434791667 -367.375833976965 20.5099718428185 -48.5500691039974 -366.861499457994 124.090871248306 -303.189047357723 -33.9985637161247 51.286588648374
ENSG00000062650 55.9426622527099 0 46.2866089295393 0 6.91094772696475 1.7735985704607 0 0 1.85768778794038 8.96371182249322 12.77196774729 0 0 0 0 0 0 0 0 0
ENSG00000112667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000077312 175.553513644986 130.61654363313 146.956364879742 142.568187020664 204.006783364668 193.658345801151 131.673835137195 149.219394371612 136.774522284891 204.120221474424 57.0718110027101 95.8722211060299 17.1490381453252 1.31303820630081 34.2686095511518 33.7968458553524 1.40126635501355 1.42992262195122 53.4137209383469 -9.58457770325202
ENSG00000121743 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000136153 -163.785447618564 -60.5891260772358 -345.660314236111 -109.745206150068 -81.5313545223578 -88.8213424186992 -73.9692520020326 -51.8028544139567 -229.931949107385 -119.18235561145 -84.2349628539973 -70.7981234993225 286.037516713245 100.209126091633 49.5355946908875 266.096075822324 -261.192507796409 305.614123979506 -132.702335941734 25.3694585560637
ENSG00000197448 0 0 0 0 0 -1.79309436653117 0 0 0 0 0 0 -11.2498768580623 0 0 -29.4524252100271 0 -17.6337405199864 -1.61285784552846 0
ENSG00000083444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000066735 142.888824942412 24.4198648373983 -12.7023352134146 159.842415826558 166.995368509485 1.57750604674796 -4.90457037601626 278.110555691057 110.522386792852 166.750342168022 243.425128523035 83.6682927074865 317.582906189025 -12.304229048103 81.8039554361449 394.78658703252 -44.6939929200542 326.028394967819 256.675739933943 -35.6300562296748
ENSG00000156414 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000023892 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000133627 0 -24.6822492428862 -17.0367068800813 0 0 -65.1641452439025 -137.229670762195 0 -37.4401581165312 0 0 0 5.02470013550136 31.1310395985773 16.356537427168 7.58395523373985 -68.1741150931572 4.89040051490515 0 21.551115203252
ENSG00000097033 0 0 0 0 0 0 0 0 0 0 0 0 0 2.41994099508808 0 0 0 0 0 5.99575363397696
ENSG00000057252 45.0389128853319 4.71041655657182 0 0 9.29532436144986 0 0 0 0 0 0 8.13381983570461 0 0 0 0 0 0 0 0
ENSG00000120253 163.611067908198 185.471244251355 186.258102218835 161.667128070799 189.922459210705 172.513106957994 163.651481526084 150.110432389905 171.673891348238 201.643270094851 77.3225885196477 69.7148133824526 4.41753855013551 0 0 0 31.0208534586721 8.92691084010841 61.7206205436992 -1.73315931910569
ENSG00000186625 120.929234911924 69.3124083451897 47.7374822848915 21.7611472289972 34.1414931266937 31.2098296646341 10.764414054878 21.7793300338753 14.4355626388889 33.2695594071815 12.8779221781843 47.8636366683605 43.1352735044038 20.8634962635501 40.7368133011517 40.2985425491193 0 30.2419041632791 0 16.1339456190718
ENSG00000060140 -22.4830780945122 -24.6079000321816 -9.67958459857724 -5.78103628556911 -19.5209796189024 -15.5924198289295 -21.9857042632114 -13.6035425829946 -3.62304440548781 -22.3720491920732 -14.0883893140244 -15.8102166107724 -10.566033975271 -1.46537295731707 -6.5267593851626 -5.26762853150406 0 -10.4242643411247 -18.139335479336 -3.14529065548781
ENSG00000182179 -5.6052524796748 -3.85154752371274 0 -5.54685732723578 -3.81553091802168 -5.48923065040651 0 -5.53944388211382 -5.73988272357724 -5.56177043699187 -5.34945311991869 -5.32706818089431 -5.57138793699187 -5.09596178607723 -5.15583735772358 -5.25123462398374 -5.46789846544715 -10.9396401287263 -12.7615708705962 -5.2532512449187
ENSG00000116688 -1.14997574186992 -25.7781336890245 -1.14439887195122 -8.25222785907861 -35.8566829590109 -11.847408743225 -74.2121653319784 -15.2934230657182 0 -15.4993750372629 -38.761155421748 -20.7192012703252 -10.3735201084011 -6.78418174119242 -6.75070168021681 -9.38276665650407 -4.30689845189701 -2.27046938685636 -0.930191978319783 -19.2322491700542
ENSG00000176261 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000078902 -190.690865526762 -182.851678504404 -235.026741969851 -248.691255028794 -198.274679012534 -193.75937716294 -158.631899324187 -255.867272477981 -138.857609171748 -254.594014144648 -117.3579644021 -117.038404781504 -94.3994737584688 -139.513414886518 -139.699169612127 -109.308604849255 -95.0088970850271 -124.47786533706 -188.410350022019 -139.431701197493
ENSG00000067082 2.64611739668021 17.2744458892276 2.57615780318428 0 17.0803921697154 2.85533259993224 34.9239631199187 2.82358764058265 2.70374413448509 2.89617925643631 0 2.3938395850271 4.96878851117886 20.855295923103 16.5818544359756 15.2270605436992 -2.63210012533875 2.47135674627371 0 80.4006598890582
ENSG00000137509 0 0 0 0 0 0 0 0 0 0 0 0 0 -103.175707339092 -51.9903041598916 0 0 0 -108.675228419715 -13.2003014176829
ENSG00000114062 0 0 0 0 0 0 0 0 0 0 1.12200974254742 3.41542676151761 15.67344450542 0 0 9.96310917344175 0 7.10466778794038 0 0
ENSG00000175130 0 0 0 0 0 0 0 0 0 0 1.29274799457994 0 0 25.8028220680894 23.9791166988482 0 12.7406283824526 1.34774853658537 2.63004258468835 17.9935746781843
ENSG00000173511 0 0 0 0 0 0 0 0 0 0 0 0 -44.630296598916 0 0 -54.5211785941734 0 -39.218582144309 0 4.63498365853659
ENSG00000135604 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000066777 -1.32797257113821 0 0 0 0 0 0 0 0 0 0 0 3.31857331300813 3.18085911246613 3.12963988482385 3.28314758130082 0 3.15823218834689 0 57.9639823712736
ENSG00000151458 62.1940294986449 44.3293311280488 58.3666101930894 58.3460317276422 48.4184829166667 32.6517464261517 28.1671654302168 90.816268524729 54.6431389803523 57.662374308943 95.2473071019648 92.2746855843496 140.842706351626 192.458570868902 157.211669278455 134.097390965447 75.5405066954607 151.636776622629 72.4947607740515 225.211154012534
ENSG00000159840 0 0 0 0 0 0 0 0 0 0 0 0 0 1.54846387364498 0 0 0 0 0 0
ENSG00000104313 -10.0793455657182 -26.9238533096206 -8.28784920392954 -26.3882050372629 -27.1574379640921 -14.5706506876694 -3.41823359417345 -19.9948822323848 -26.595281104336 -14.6280722425474 -7.02096349932249 -7.99782055894309 -24.2353802743902 -23.5903813329946 -7.52640926490515 -25.2781317987805 -30.8005032621951 -13.697103451897 -13.7790980250677 -13.0063058705962
ENSG00000179674 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000112033 -1.97384023035231 0 0 0 0 0 0 0 -2.0033164397019 0 0 0 0 0 -1.50163038787263 0 0 0 -3.45169034214092 0
ENSG00000125977 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000165474 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000171570 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000138036 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000173486 0 0 0 0 -1.61518597560976 0 0 0 -3.73047349593496 -1.61960079268293 0 -1.47417859756098 -1.42669964769648 -6.05851774390244 -1.43981104166667 0 -1.55870924119241 -1.45439961382114 -1.37564800813008 -1.34340571646342
ENSG00000163661 307.06534592395 83.4690243843157 62.8537625787601 155.964811083164 49.4051949678184 53.9744168072493 112.761045702066 46.7764271155148 150.730963674627 106.688404523205 218.402020144817 251.466913844004 -23.8686126338076 96.8564620740175 71.0321491607384 -15.2953427184959 0 -10.6297514989837 1.71287656504065 286.203605324356
ENSG00000118729 -32.6155867632114 -31.743427027439 -30.4920050152439 -38.1674613431572 -38.4356869529133 -17.0020284654472 -21.7590019613821 -30.8843367327236 -38.2832642699865 -38.8454380199865 -37.3788883248645 -37.3869194834011 -37.3999043004742 -45.5896254336043 -44.8950706775068 -38.4612635992547 -35.4593110687669 -37.7235506419377 -38.6233377151084 -44.9549651185637
ENSG00000186130 0 0 0 0 0 0 0 0 0 0 0 0 6.67867757452575 0 3.89662410738482 24.2487978048781 0 2.1276174847561 10.8762774322493 1.87008299796748
ENSG00000121742 -220.164716178862 -112.11272535061 -111.31470160061 -174.421159161585 -84.6756589312331 -142.614021194106 -27.0369048780488 0 -84.7059039007453 0 -128.198881272019 -143.05150479336 -257.171139810298 -319.304984556233 0 -283.688633485772 -331.807039840786 -330.981619888211 -304.193376155149 -306.926944691734
ENSG00000166819 -1.35468209349594 -1.42229901422764 -1.40242708333333 0 0 -1.35277949186992 -1.47018153455285 0 0 0 -1.33002508130081 -1.35024787940379 0 -1.27244507621951 0 0 -1.31020455962059 0 0 0
ENSG00000183763 317.85240392107 150.302459585027 0 50.7737933096205 70.2342923678862 67.0200755182926 0 31.6324332723577 8.12526792513549 105.916129498645 -1.51479800813008 -1.25251041327913 -1.59077610433604 -2.88830108739837 -3.00722900406504 -1.73796869241192 -1.74701095528455 -1.53112581300813 -1.63425269647696 -1.64527068597561
ENSG00000120256 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000196247 26.7982672798103 29.9649886415989 0 78.9304779911923 0 33.3107144884824 0 0 5.61558054878048 36.4778544275067 29.4356190243902 0 0 0 0 0 0 0 0 0
ENSG00000072315 -70.6894233705962 -66.8434122662602 -57.5262859993225 -41.9449076676829 -57.9647004048103 -71.0875584925475 -45.4902666819106 -33.7763907164634 -29.8435639430894 -58.0916419444445 -30.0723594054878 0 0 90.3869397273035 -2.83037573848239 0 0 2.63785671917344 -41.4033418851626 74.8566944037941
ENSG00000115806 0 0 0 0 0 0 0 0 0 0 0 0 0 3.91912843495935 0 0 0 0 0 0
ENSG00000054523 0 0 0 0 0 0 0 0 0 0 0 0 0 1.96770796747967 0 0 0 0 0 0
ENSG00000134318 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -17.1977862466125 0 0 0
ENSG00000178988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000165475 0 0 -22.5375907181572 -3.61169918699187 0 0 0 -3.71011343495935 -3.6663618495935 -3.70787289634147 0 0 -3.44402813685637 -61.0503072992886 -86.9180252354337 -23.2677606012873 -3.52977840108401 0 -50.8919496222899 -63.350205101626
ENSG00000049249 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000137502 0 0 0 0 0 0 0 0 0 0 0 2.44751845528455 4.62546902777779 0 0 4.49969148712737 0 6.49659125677508 0 0
ENSG00000162520 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000163590 0 0 0 0 0 0 -32.4888665006775 4.92389386517615 0 2.47800325203252 0 2.28816473238482 86.3874516819107 11.6790596578591 11.760559098916 65.6976385518293 0 83.2135221290651 6.55114859586722 4.2837410196477
ENSG00000166821 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000136807 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000153936 9.97372209180216 0 119.519384175982 0 0 6.82871378895663 0 0 4.49447594004064 0 16.8073929759485 4.08683136009485 0 -2.14619382621951 -2.26382350101626 0 -2.4509756910569 0 10.0957011974932 -2.34375820121951
ENSG00000146950 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.93635536754743 0
ENSG00000080845 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000171462 0 0 -1.76596641260163 0 0 0 0 0 0 0 0 0 0 1.35901440379404 0 0 0 0 0 1.25160611365176
ENSG00000173068 -10.7193771138211 0 0 0 0 0 358.363927128218 182.821454998306 0 127.758332703252 -6.02814832317073 -6.05128372967479 -13.0690144207317 -16.2057296570122 0 -13.1529140955284 -6.08525004403793 -16.2602611314363 -9.87394555894308 -16.4337069817073
ENSG00000149782 0 0 0 0 12.8263728184282 0 0 0 0 0 0 0 -1.04111032520325 -0.940364871273712 0 0 0 -1.05629209349593 0 -4.35357883468834
ENSG00000172493 0 0 24.1259215531842 0 0 0 0 0 0 0 0 0 -28.6887484281843 0 -3.60689682588076 -38.8760268766938 4.01067657181572 -10.9125082215447 -39.248732601626 -1.85793456300813
ENSG00000128683 3.29527977303523 -141.389945095698 -305.342682282351 26.6458799576558 -124.026369101457 -309.696605503896 -241.155904370766 -79.1778885628389 15.1553470596206 -151.566497392446 -44.5734085323509 -5.21038113143632 -44.2414549280149 0 0 -67.054040835874 80.1145443614499 -18.5039456233062 28.9073782605014 6.14609943766938
ENSG00000182208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000120949 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000148572 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000113300 198.967524821308 158.027306772527 144.825351518462 197.241360370088 116.838713012364 153.657636233909 127.72752483147 217.150916742039 203.278043733909 199.033547626186 154.733485939194 104.753018713584 181.25768854082 140.986927148543 144.261824902608 181.162981426999 62.2854209247968 170.721044191226 202.555302094343 77.6006787186653
ENSG00000164076 -394.29681625 18.1875854928862 11.714606155149 12.9905359214092 -7.52737550220192 18.4378878810976 -50.8393379954269 20.6903067835366 -14.5664963897358 17.8356853912602 23.0585656453252 20.7376256521003 55.3897840091464 85.7864669529133 58.3109654471545 55.4761557571139 -313.538738812669 46.1514345071138 31.4447783079268 44.0654613363821
ENSG00000111845 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000112039 252.671899008299 288.32326705708 205.490389448679 222.671370176998 265.363654770494 241.106718429031 227.106634160738 247.552295502202 213.845808774559 254.878887697324 75.4384283104675 143.238195979844 229.056696931741 169.028996633638 95.5407370401422 221.555079695969 107.242209164126 227.673230488652 106.511115668191 152.581038239329
ENSG00000182446 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000143921 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000184009 41.8452075711381 10.1291008130081 27.0211588753387 34.6179911415988 42.0321913109755 36.8434385331979 61.3241779640919 50.1326759485095 41.8452075711381 36.8434385331979 35.7789230860435 23.4986026422764 12.7195579268293 9.42603128387506 29.1854701050134 31.2722575372629 21.7436748644986 23.3077703929539 52.4444484925475 13.4164429200541
ENSG00000116285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000177551 -30.2739769579946 198.416974264058 534.520122347561 -40.2716411043361 50.0950885475948 332.794233689024 151.497416176321 36.5240603294377 -33.5967659654472 191.300496205115 342.279352176491 193.032583788957 -1.62633076050135 -99.909501468496 -76.051485523374 -13.6037749762873 625.098480226965 27.1151216302507 -111.409462251016 -87.2272245172764
ENSG00000136877 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000107625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000205927 0 -3.17587600609756 -53.5991490794377 0 -17.9318713770325 -12.0970545172764 -12.1895494969512 -3.17501268292683 0 -18.1077681453252 0 0 -10.8233304048103 0 -36.017865959519 -2.79046156504065 0 -5.57456315718157 0 -5.25863776422764
ENSG00000166825 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000164520 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000111696 -169.249787636348 -95.6990623780489 -148.985359536755 -90.1876683739838 -132.860275871443 -12.3498302913279 -42.0663480928185 -164.759853230861 -171.292826050982 -116.355824705285 -7.99482447154472 0 -10.8285866056911 45.448524571477 2.55924067073171 0 0 -27.2753395613144 -37.7362441056911 38.3229921629404
ENSG00000134684 -1.68076577574526 0 0 0 0 0 0 0 0 0 -4.61932467310298 -1.48693210196477 0 -1.35658187330623 -8.71976332655828 0 -1.53993473069106 0 -1.60663321985095 -1.43048696985095
ENSG00000137207 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000136933 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000028137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000165476 0 2.93799872205284 9.32209592225609 0 0 0 2.99613173018292 0 0 0 0 0 -19.2028427506775 -2.60338097052846 -2.46503878556911 -2.75313455792683 0 -10.8641473221545 -2.59905705115176 -21.4388772831978
ENSG00000119878 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000184545 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000145723 0 0 0 0 0 0 0 0 0 0 0 0 0 -4.18158441819106 -4.31723928353659 0 -4.56697055894309 0 0 0
ENSG00000170881 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
